0,player_A1,player_A2,player_A3,player_A4,player_A5,player_A6,score_A,player_B1,player_B2,player_B3,player_B4,player_B5,player_B6,score_B
719,P00034,P00105,P00082,P00063,P00118,P00060,P00112,P00148,P00114,P00116,P00001,P00101,0.0,0.0
720,P00033,P00110,P00123,P00053,P00055,P00130,P00026,P00049,P00040,P00134,P00003,P00025,0.0,0.0
721,P00016,P00076,P00061,P00108,P00109,P00132,P00046,P00056,P00089,P00015,P00001,P00081,0.0,4.0
722,P00049,P00053,P00030,P00149,P00054,P00014,P00024,P00060,P00033,P00074,P00023,P00115,0.0,2.0
723,P00005,P00110,P00022,P00016,P00092,P00026,P00105,P00054,P00062,P00137,P00125,P00081,0.0,0.0
724,P00012,P00061,P00095,P00092,P00019,P00041,P00040,P00004,P00072,P00087,P00075,P00142,0.0,1.0
725,P00016,P00082,P00020,P00127,P00014,P00118,P00042,P00078,P00123,P00091,P00133,P00111,1.0,0.0
726,P00068,P00079,P00012,P00121,P00064,P00076,P00093,P00033,P00145,P00131,P00149,P00044,0.0,1.0
727,P00043,P00103,P00039,P00073,P00054,P00116,P00083,P00130,P00126,P00075,P00066,P00036,0.0,2.0
728,P00140,P00028,P00056,P00082,P00012,P00011,P00097,P00129,P00018,P00110,P00002,P00147,0.0,0.0
729,P00072,P00077,P00129,P00031,P00039,P00074,P00064,P00136,P00076,P00014,P00112,P00044,7.0,0.0
730,P00099,P00122,P00132,P00060,P00023,P00053,P00139,P00118,P00041,P00149,P00089,P00123,0.0,2.0
731,P00040,P00022,P00002,P00095,P00049,P00048,P00045,P00125,P00128,P00020,P00110,P00106,3.0,0.0
732,P00023,P00142,P00146,P00136,P00060,P00016,P00092,P00012,P00052,P00084,P00144,P00061,0.0,2.0
733,P00122,P00113,P00002,P00098,P00089,P00063,P00086,P00137,P00109,P00028,P00027,P00006,2.0,0.0
734,P00057,P00109,P00069,P00133,P00126,P00104,P00117,P00111,P00137,P00024,P00005,P00096,0.0,3.0
735,P00136,P00120,P00013,P00076,P00143,P00067,P00112,P00038,P00069,P00002,P00128,P00028,0.0,2.0
736,P00128,P00125,P00055,P00139,P00119,P00062,P00035,P00070,P00052,P00010,P00017,P00066,0.0,4.0
737,P00006,P00113,P00060,P00038,P00045,P00048,P00042,P00130,P00129,P00139,P00026,P00094,0.0,0.0
738,P00128,P00103,P00024,P00117,P00115,P00029,P00083,P00136,P00044,P00037,P00095,P00119,0.0,1.0
739,P00097,P00053,P00091,P00045,P00074,P00030,P00022,P00099,P00028,P00119,P00035,P00141,0.0,1.0
740,P00099,P00080,P00138,P00107,P00054,P00075,P00131,P00088,P00082,P00144,P00083,P00119,1.0,0.0
741,P00074,P00118,P00081,P00060,P00138,P00005,P00096,P00068,P00120,P00013,P00101,P00109,4.0,0.0
742,P00041,P00028,P00145,P00050,P00005,P00048,P00014,P00090,P00020,P00080,P00049,P00129,0.0,5.0
743,P00033,P00085,P00018,P00007,P00017,P00054,P00019,P00048,P00028,P00043,P00055,P00111,0.0,0.0
744,P00025,P00019,P00058,P00139,P00031,P00004,P00070,P00054,P00136,P00009,P00090,P00027,0.0,1.0
745,P00047,P00034,P00148,P00002,P00150,P00025,P00008,P00082,P00039,P00050,P00045,P00084,1.0,0.0
746,P00139,P00054,P00111,P00061,P00071,P00036,P00042,P00149,P00097,P00065,P00069,P00125,0.0,1.0
747,P00022,P00107,P00053,P00089,P00143,P00144,P00028,P00030,P00123,P00064,P00133,P00086,2.0,0.0
748,P00017,P00079,P00130,P00026,P00144,P00109,P00123,P00014,P00052,P00148,P00069,P00078,0.0,2.0
749,P00079,P00052,P00001,P00009,P00111,P00131,P00098,P00053,P00138,P00037,P00135,P00114,0.0,0.0
750,P00149,P00047,P00002,P00142,P00092,P00105,P00048,P00050,P00070,P00063,P00011,P00102,3.0,0.0
751,P00073,P00094,P00090,P00054,P00142,P00085,P00071,P00143,P00069,P00105,P00012,P00011,1.0,0.0
752,P00084,P00007,P00127,P00144,P00034,P00041,P00020,P00087,P00068,P00076,P00056,P00147,0.0,2.0
753,P00006,P00077,P00136,P00020,P00121,P00114,P00043,P00112,P00095,P00055,P00049,P00042,0.0,0.0
754,P00127,P00024,P00031,P00145,P00056,P00103,P00015,P00086,P00110,P00121,P00114,P00027,2.0,0.0
755,P00038,P00124,P00080,P00039,P00142,P00072,P00120,P00034,P00146,P00126,P00041,P00008,1.0,0.0
756,P00085,P00036,P00020,P00024,P00004,P00137,P00052,P00007,P00009,P00114,P00056,P00037,0.0,2.0
757,P00099,P00060,P00047,P00039,P00135,P00020,P00053,P00079,P00080,P00007,P00114,P00109,1.0,0.0
758,P00049,P00097,P00045,P00109,P00110,P00030,P00140,P00106,P00147,P00087,P00001,P00033,0.0,1.0
759,P00116,P00118,P00073,P00008,P00013,P00001,P00138,P00079,P00045,P00131,P00040,P00022,1.0,0.0
760,P00108,P00107,P00099,P00035,P00129,P00089,P00094,P00135,P00124,P00098,P00040,P00078,2.0,0.0
761,P00148,P00081,P00139,P00130,P00037,P00068,P00002,P00071,P00082,P00004,P00065,P00069,0.0,0.0
762,P00040,P00080,P00147,P00119,P00143,P00019,P00103,P00078,P00136,P00093,P00027,P00138,0.0,0.0
763,P00127,P00015,P00044,P00007,P00028,P00145,P00021,P00100,P00140,P00049,P00061,P00124,0.0,2.0
764,P00128,P00041,P00107,P00033,P00066,P00149,P00093,P00062,P00035,P00049,P00005,P00009,0.0,1.0
765,P00012,P00111,P00062,P00018,P00006,P00057,P00121,P00148,P00005,P00042,P00023,P00073,0.0,4.0
766,P00138,P00021,P00015,P00090,P00062,P00036,P00150,P00046,P00066,P00125,P00028,P00137,0.0,4.0
767,P00032,P00096,P00105,P00065,P00106,P00018,P00040,P00039,P00138,P00110,P00074,P00129,0.0,4.0
768,P00031,P00032,P00004,P00024,P00049,P00143,P00130,P00127,P00011,P00025,P00046,P00035,3.0,0.0
769,P00083,P00061,P00048,P00117,P00026,P00130,P00053,P00067,P00038,P00138,P00005,P00017,0.0,0.0
770,P00094,P00016,P00051,P00097,P00063,P00042,P00072,P00141,P00069,P00060,P00139,P00114,0.0,4.0
771,P00140,P00014,P00093,P00114,P00106,P00052,P00126,P00031,P00061,P00115,P00055,P00062,2.0,0.0
772,P00080,P00096,P00078,P00107,P00070,P00054,P00148,P00110,P00101,P00007,P00048,P00092,1.0,0.0
773,P00093,P00110,P00129,P00020,P00074,P00072,P00149,P00010,P00080,P00021,P00091,P00135,7.0,0.0
774,P00023,P00072,P00110,P00062,P00128,P00029,P00032,P00114,P00135,P00105,P00101,P00090,0.0,0.0
775,P00053,P00082,P00034,P00018,P00122,P00093,P00136,P00067,P00088,P00119,P00075,P00091,0.0,1.0
776,P00097,P00005,P00127,P00028,P00006,P00027,P00077,P00119,P00004,P00035,P00098,P00125,0.0,0.0
777,P00016,P00142,P00146,P00097,P00022,P00095,P00075,P00124,P00077,P00023,P00116,P00004,1.0,0.0
778,P00115,P00129,P00139,P00062,P00072,P00049,P00150,P00054,P00126,P00043,P00037,P00091,3.0,0.0
779,P00142,P00083,P00092,P00106,P00050,P00130,P00122,P00110,P00051,P00082,P00080,P00001,0.0,0.0
780,P00109,P00036,P00057,P00059,P00107,P00100,P00027,P00037,P00101,P00141,P00121,P00106,3.0,0.0
781,P00063,P00026,P00024,P00115,P00030,P00130,P00009,P00097,P00062,P00109,P00022,P00078,0.0,1.0
782,P00112,P00068,P00083,P00132,P00014,P00032,P00024,P00150,P00098,P00052,P00012,P00036,0.0,3.0
783,P00003,P00046,P00082,P00083,P00073,P00085,P00144,P00051,P00071,P00128,P00081,P00001,0.0,1.0
784,P00042,P00106,P00074,P00090,P00030,P00115,P00015,P00047,P00011,P00069,P00146,P00118,0.0,4.0
785,P00082,P00088,P00143,P00146,P00056,P00023,P00100,P00032,P00062,P00063,P00115,P00006,1.0,0.0
786,P00001,P00088,P00082,P00107,P00011,P00093,P00012,P00085,P00063,P00043,P00084,P00032,0.0,0.0
787,P00033,P00021,P00016,P00015,P00042,P00045,P00034,P00003,P00108,P00085,P00113,P00089,3.0,0.0
788,P00116,P00056,P00083,P00139,P00121,P00126,P00112,P00071,P00133,P00059,P00092,P00098,0.0,2.0
789,P00095,P00068,P00038,P00057,P00128,P00094,P00003,P00076,P00062,P00083,P00058,P00145,0.0,1.0
790,P00134,P00071,P00131,P00001,P00132,P00129,P00140,P00100,P00028,P00022,P00021,P00018,4.0,0.0
791,P00148,P00076,P00055,P00144,P00074,P00075,P00130,P00056,P00079,P00123,P00124,P00137,0.0,1.0
792,P00017,P00093,P00016,P00004,P00095,P00036,P00140,P00121,P00047,P00069,P00051,P00096,0.0,1.0
793,P00095,P00021,P00048,P00128,P00030,P00041,P00044,P00092,P00077,P00010,P00029,P00061,0.0,1.0
794,P00061,P00137,P00093,P00089,P00001,P00110,P00043,P00092,P00098,P00138,P00063,P00019,0.0,2.0
795,P00108,P00084,P00072,P00008,P00093,P00053,P00007,P00029,P00099,P00079,P00010,P00095,2.0,0.0
796,P00015,P00003,P00005,P00050,P00115,P00018,P00117,P00097,P00110,P00146,P00112,P00086,0.0,0.0
797,P00076,P00095,P00113,P00059,P00071,P00096,P00101,P00002,P00043,P00013,P00133,P00035,1.0,0.0
798,P00079,P00142,P00051,P00002,P00047,P00095,P00037,P00117,P00146,P00129,P00063,P00006,2.0,0.0
799,P00042,P00112,P00129,P00004,P00069,P00083,P00085,P00111,P00011,P00124,P00137,P00074,0.0,0.0
800,P00085,P00108,P00002,P00138,P00096,P00004,P00105,P00135,P00139,P00070,P00142,P00077,0.0,2.0
801,P00034,P00102,P00113,P00063,P00049,P00120,P00132,P00085,P00114,P00099,P00131,P00097,0.0,0.0
802,P00048,P00066,P00050,P00057,P00031,P00136,P00058,P00059,P00105,P00111,P00056,P00016,0.0,3.0
803,P00098,P00116,P00020,P00058,P00082,P00080,P00046,P00030,P00102,P00052,P00023,P00024,6.0,0.0
804,P00070,P00013,P00060,P00023,P00054,P00033,P00051,P00049,P00035,P00095,P00041,P00110,0.0,2.0
805,P00128,P00063,P00076,P00131,P00048,P00136,P00133,P00069,P00031,P00078,P00066,P00011,0.0,2.0
806,P00117,P00065,P00084,P00097,P00014,P00011,P00018,P00019,P00141,P00098,P00113,P00144,2.0,0.0
807,P00065,P00031,P00024,P00137,P00121,P00023,P00045,P00092,P00105,P00141,P00094,P00030,1.0,0.0
808,P00083,P00081,P00050,P00008,P00084,P00002,P00128,P00082,P00023,P00018,P00049,P00100,4.0,0.0
809,P00049,P00124,P00030,P00066,P00104,P00083,P00057,P00116,P00015,P00082,P00029,P00046,0.0,0.0
810,P00072,P00027,P00031,P00035,P00105,P00024,P00083,P00049,P00026,P00093,P00138,P00044,4.0,0.0
811,P00031,P00030,P00081,P00144,P00013,P00131,P00125,P00148,P00059,P00077,P00014,P00015,0.0,0.0
812,P00085,P00126,P00112,P00113,P00124,P00083,P00018,P00118,P00146,P00044,P00114,P00026,0.0,4.0
813,P00051,P00082,P00054,P00132,P00065,P00041,P00083,P00114,P00092,P00146,P00076,P00099,0.0,3.0
814,P00069,P00124,P00010,P00066,P00052,P00145,P00011,P00077,P00053,P00120,P00031,P00074,0.0,3.0
815,P00094,P00053,P00128,P00043,P00092,P00141,P00081,P00026,P00037,P00028,P00142,P00073,0.0,2.0
816,P00082,P00077,P00142,P00135,P00044,P00109,P00010,P00133,P00014,P00018,P00011,P00058,3.0,0.0
817,P00021,P00072,P00040,P00052,P00139,P00094,P00067,P00102,P00064,P00137,P00135,P00056,0.0,3.0
818,P00126,P00047,P00051,P00139,P00062,P00109,P00012,P00078,P00013,P00035,P00083,P00006,1.0,0.0
819,P00063,P00012,P00117,P00055,P00075,P00103,P00107,P00094,P00132,P00054,P00073,P00022,0.0,0.0
820,P00115,P00110,P00075,P00100,P00063,P00026,P00125,P00007,P00101,P00069,P00073,P00016,0.0,0.0
821,P00073,P00075,P00088,P00132,P00124,P00121,P00053,P00112,P00018,P00144,P00006,P00010,4.0,0.0
822,P00001,P00094,P00086,P00084,P00116,P00042,P00026,P00068,P00071,P00053,P00030,P00076,1.0,0.0
823,P00055,P00136,P00071,P00062,P00015,P00145,P00075,P00053,P00006,P00097,P00095,P00077,0.0,2.0
824,P00091,P00060,P00137,P00108,P00085,P00014,P00120,P00118,P00001,P00029,P00030,P00098,0.0,1.0
825,P00101,P00138,P00082,P00110,P00074,P00051,P00113,P00007,P00044,P00144,P00037,P00093,0.0,2.0
826,P00069,P00092,P00137,P00054,P00080,P00013,P00118,P00052,P00040,P00109,P00134,P00058,0.0,2.0
827,P00082,P00061,P00109,P00052,P00006,P00064,P00085,P00090,P00125,P00072,P00114,P00139,0.0,0.0
828,P00089,P00116,P00092,P00144,P00043,P00106,P00021,P00051,P00025,P00069,P00011,P00121,4.0,0.0
829,P00056,P00094,P00124,P00032,P00066,P00065,P00085,P00020,P00051,P00047,P00092,P00121,0.0,2.0
830,P00145,P00020,P00026,P00081,P00014,P00102,P00033,P00067,P00001,P00135,P00091,P00069,1.0,0.0
831,P00089,P00099,P00085,P00001,P00023,P00065,P00064,P00150,P00045,P00131,P00051,P00073,0.0,4.0
832,P00065,P00118,P00032,P00140,P00010,P00133,P00028,P00081,P00058,P00084,P00098,P00018,0.0,3.0
833,P00146,P00027,P00058,P00126,P00062,P00077,P00123,P00117,P00011,P00055,P00060,P00149,4.0,0.0
834,P00142,P00098,P00132,P00105,P00023,P00038,P00007,P00060,P00044,P00111,P00034,P00047,0.0,3.0
835,P00025,P00122,P00098,P00002,P00055,P00124,P00037,P00015,P00014,P00050,P00049,P00116,1.0,0.0
836,P00118,P00126,P00125,P00144,P00057,P00086,P00131,P00096,P00017,P00025,P00087,P00058,0.0,2.0
837,P00086,P00081,P00008,P00046,P00002,P00150,P00127,P00096,P00116,P00053,P00043,P00041,3.0,0.0
838,P00077,P00012,P00114,P00122,P00112,P00067,P00083,P00130,P00127,P00121,P00049,P00115,1.0,0.0
839,P00117,P00033,P00007,P00055,P00031,P00100,P00116,P00141,P00093,P00121,P00036,P00003,3.0,0.0
840,P00039,P00058,P00137,P00081,P00019,P00138,P00020,P00065,P00013,P00034,P00045,P00105,0.0,1.0
841,P00018,P00064,P00089,P00055,P00084,P00132,P00073,P00030,P00059,P00082,P00123,P00097,0.0,1.0
842,P00098,P00006,P00051,P00126,P00029,P00121,P00044,P00093,P00037,P00079,P00106,P00136,2.0,0.0
843,P00128,P00069,P00004,P00058,P00051,P00034,P00138,P00056,P00114,P00006,P00064,P00102,0.0,3.0
844,P00074,P00040,P00052,P00113,P00037,P00003,P00079,P00121,P00009,P00031,P00062,P00102,0.0,1.0
845,P00042,P00023,P00148,P00137,P00064,P00084,P00008,P00072,P00062,P00052,P00006,P00146,0.0,0.0
846,P00048,P00114,P00150,P00134,P00088,P00042,P00072,P00011,P00030,P00031,P00061,P00083,4.0,0.0
847,P00046,P00001,P00028,P00117,P00038,P00146,P00061,P00108,P00139,P00081,P00118,P00079,0.0,1.0
848,P00078,P00021,P00136,P00105,P00139,P00039,P00076,P00127,P00058,P00115,P00094,P00033,0.0,1.0
849,P00032,P00049,P00085,P00112,P00059,P00133,P00127,P00148,P00095,P00101,P00016,P00132,0.0,0.0
850,P00084,P00127,P00057,P00009,P00064,P00136,P00038,P00113,P00046,P00143,P00003,P00066,2.0,0.0
851,P00104,P00066,P00084,P00123,P00134,P00082,P00148,P00055,P00063,P00136,P00131,P00010,3.0,0.0
852,P00036,P00003,P00065,P00095,P00063,P00073,P00134,P00011,P00076,P00058,P00023,P00052,3.0,0.0
853,P00067,P00072,P00007,P00092,P00017,P00117,P00024,P00143,P00097,P00031,P00112,P00038,3.0,0.0
854,P00035,P00143,P00138,P00107,P00129,P00137,P00012,P00050,P00098,P00083,P00027,P00134,1.0,0.0
855,P00144,P00011,P00066,P00086,P00071,P00105,P00059,P00090,P00096,P00014,P00149,P00115,1.0,0.0
856,P00065,P00090,P00017,P00033,P00053,P00116,P00005,P00096,P00074,P00148,P00089,P00019,1.0,0.0
857,P00066,P00033,P00088,P00095,P00039,P00113,P00118,P00121,P00111,P00122,P00068,P00048,2.0,0.0
858,P00126,P00014,P00004,P00008,P00073,P00079,P00145,P00148,P00103,P00150,P00013,P00123,1.0,0.0
859,P00071,P00021,P00099,P00039,P00123,P00122,P00057,P00117,P00092,P00132,P00060,P00068,0.0,2.0
860,P00136,P00005,P00116,P00138,P00101,P00053,P00063,P00110,P00008,P00038,P00075,P00043,0.0,2.0
861,P00133,P00059,P00137,P00042,P00139,P00132,P00126,P00143,P00043,P00118,P00127,P00002,0.0,1.0
862,P00080,P00015,P00023,P00059,P00089,P00145,P00067,P00139,P00028,P00014,P00037,P00071,1.0,0.0
863,P00066,P00013,P00061,P00091,P00095,P00051,P00126,P00137,P00041,P00049,P00050,P00077,0.0,2.0
864,P00076,P00097,P00013,P00090,P00073,P00005,P00054,P00034,P00055,P00083,P00012,P00017,2.0,0.0
865,P00015,P00104,P00097,P00116,P00019,P00073,P00036,P00119,P00033,P00109,P00111,P00117,0.0,0.0
866,P00073,P00109,P00115,P00098,P00120,P00050,P00090,P00074,P00030,P00055,P00019,P00105,1.0,0.0
867,P00144,P00055,P00082,P00012,P00059,P00076,P00115,P00150,P00032,P00024,P00010,P00044,0.0,0.0
868,P00089,P00010,P00131,P00003,P00032,P00124,P00061,P00116,P00078,P00037,P00067,P00051,0.0,2.0
869,P00001,P00071,P00079,P00140,P00118,P00017,P00101,P00051,P00062,P00016,P00069,P00044,3.0,0.0
870,P00117,P00121,P00119,P00035,P00097,P00050,P00011,P00095,P00129,P00052,P00118,P00131,0.0,7.0
871,P00010,P00113,P00134,P00145,P00039,P00009,P00100,P00073,P00095,P00052,P00114,P00011,0.0,4.0
872,P00029,P00030,P00063,P00054,P00093,P00123,P00019,P00122,P00025,P00104,P00083,P00039,3.0,0.0
873,P00046,P00086,P00051,P00055,P00045,P00038,P00008,P00146,P00094,P00073,P00147,P00109,0.0,3.0
874,P00035,P00020,P00055,P00064,P00042,P00040,P00011,P00142,P00082,P00002,P00006,P00059,1.0,0.0
875,P00006,P00105,P00018,P00002,P00047,P00051,P00086,P00112,P00145,P00064,P00024,P00058,2.0,0.0
876,P00042,P00038,P00077,P00136,P00032,P00017,P00055,P00031,P00105,P00074,P00113,P00142,0.0,3.0
877,P00120,P00104,P00057,P00143,P00078,P00105,P00053,P00087,P00058,P00063,P00051,P00041,0.0,6.0
878,P00113,P00076,P00038,P00140,P00027,P00052,P00101,P00125,P00141,P00015,P00004,P00062,2.0,0.0
879,P00106,P00060,P00047,P00137,P00136,P00066,P00058,P00039,P00075,P00146,P00126,P00149,0.0,1.0
880,P00084,P00054,P00140,P00097,P00003,P00131,P00087,P00114,P00010,P00109,P00126,P00092,0.0,1.0
881,P00053,P00044,P00116,P00005,P00117,P00006,P00127,P00107,P00059,P00091,P00003,P00146,0.0,0.0
882,P00131,P00065,P00139,P00066,P00025,P00018,P00142,P00147,P00069,P00113,P00079,P00074,0.0,2.0
883,P00011,P00040,P00135,P00085,P00092,P00026,P00064,P00071,P00051,P00023,P00005,P00100,0.0,1.0
884,P00109,P00102,P00143,P00047,P00085,P00061,P00080,P00090,P00096,P00140,P00052,P00004,0.0,0.0
885,P00056,P00072,P00074,P00031,P00069,P00140,P00062,P00141,P00139,P00115,P00030,P00041,6.0,0.0
886,P00139,P00093,P00069,P00128,P00079,P00016,P00109,P00025,P00037,P00095,P00059,P00116,0.0,3.0
887,P00018,P00011,P00146,P00047,P00128,P00129,P00097,P00137,P00132,P00066,P00067,P00092,0.0,0.0
888,P00041,P00104,P00006,P00005,P00082,P00117,P00145,P00138,P00038,P00149,P00099,P00089,2.0,0.0
889,P00084,P00029,P00060,P00091,P00042,P00030,P00033,P00124,P00138,P00028,P00099,P00087,1.0,0.0
890,P00016,P00048,P00113,P00013,P00025,P00058,P00034,P00100,P00015,P00137,P00037,P00049,0.0,2.0
891,P00114,P00081,P00138,P00005,P00115,P00063,P00102,P00124,P00022,P00075,P00142,P00088,0.0,1.0
892,P00113,P00037,P00076,P00145,P00119,P00101,P00110,P00069,P00062,P00033,P00136,P00102,0.0,3.0
893,P00111,P00121,P00136,P00009,P00131,P00138,P00045,P00110,P00077,P00004,P00030,P00124,0.0,1.0
894,P00101,P00127,P00099,P00092,P00006,P00086,P00012,P00056,P00022,P00023,P00132,P00075,0.0,0.0
895,P00095,P00136,P00010,P00096,P00062,P00076,P00111,P00069,P00139,P00108,P00100,P00137,0.0,3.0
896,P00043,P00113,P00038,P00101,P00035,P00004,P00147,P00138,P00086,P00072,P00116,P00042,0.0,2.0
897,P00134,P00143,P00091,P00092,P00007,P00128,P00146,P00063,P00073,P00094,P00138,P00103,0.0,0.0
898,P00044,P00105,P00033,P00084,P00149,P00023,P00071,P00117,P00144,P00088,P00015,P00097,1.0,0.0
899,P00025,P00047,P00058,P00084,P00131,P00036,P00029,P00090,P00080,P00012,P00102,P00046,4.0,0.0
900,P00137,P00081,P00008,P00056,P00036,P00029,P00078,P00076,P00138,P00096,P00049,P00001,3.0,0.0
901,P00071,P00128,P00088,P00054,P00136,P00022,P00095,P00086,P00020,P00024,P00034,P00061,0.0,1.0
902,P00047,P00127,P00075,P00124,P00074,P00006,P00037,P00025,P00111,P00147,P00029,P00057,2.0,0.0
903,P00071,P00136,P00089,P00036,P00132,P00138,P00027,P00054,P00119,P00086,P00097,P00137,0.0,0.0
904,P00043,P00008,P00034,P00017,P00002,P00093,P00064,P00038,P00006,P00072,P00028,P00050,1.0,0.0
905,P00021,P00131,P00104,P00080,P00025,P00122,P00073,P00076,P00039,P00144,P00114,P00121,0.0,4.0
906,P00019,P00045,P00057,P00137,P00144,P00133,P00002,P00092,P00110,P00082,P00053,P00031,0.0,3.0
907,P00031,P00022,P00049,P00015,P00048,P00101,P00111,P00076,P00020,P00094,P00053,P00034,2.0,0.0
908,P00059,P00068,P00088,P00083,P00114,P00072,P00048,P00056,P00099,P00028,P00065,P00044,3.0,0.0
909,P00070,P00071,P00146,P00069,P00037,P00039,P00038,P00052,P00079,P00008,P00057,P00067,3.0,0.0
910,P00140,P00037,P00128,P00072,P00086,P00063,P00077,P00011,P00129,P00040,P00132,P00010,2.0,0.0
911,P00053,P00135,P00001,P00128,P00015,P00089,P00020,P00012,P00063,P00075,P00116,P00150,0.0,4.0
912,P00005,P00097,P00147,P00036,P00122,P00102,P00073,P00014,P00044,P00149,P00038,P00065,0.0,2.0
913,P00022,P00069,P00061,P00047,P00139,P00056,P00058,P00049,P00005,P00127,P00054,P00109,0.0,0.0
914,P00139,P00128,P00010,P00042,P00085,P00098,P00052,P00045,P00135,P00119,P00046,P00005,0.0,2.0
915,P00109,P00034,P00143,P00144,P00066,P00086,P00040,P00135,P00131,P00057,P00089,P00015,0.0,2.0
916,P00017,P00126,P00060,P00073,P00003,P00051,P00009,P00014,P00004,P00112,P00018,P00001,4.0,0.0
917,P00021,P00023,P00052,P00033,P00075,P00013,P00139,P00138,P00054,P00083,P00090,P00113,3.0,0.0
918,P00104,P00144,P00126,P00140,P00078,P00096,P00002,P00044,P00036,P00121,P00016,P00064,0.0,0.0
919,P00021,P00149,P00056,P00093,P00031,P00147,P00086,P00082,P00083,P00148,P00014,P00063,0.0,0.0
920,P00024,P00109,P00030,P00049,P00008,P00019,P00128,P00057,P00051,P00121,P00067,P00089,3.0,0.0
921,P00118,P00012,P00081,P00141,P00075,P00054,P00076,P00030,P00083,P00039,P00121,P00082,3.0,0.0
922,P00054,P00062,P00078,P00002,P00069,P00043,P00046,P00004,P00007,P00061,P00075,P00104,3.0,0.0
923,P00055,P00050,P00071,P00115,P00098,P00134,P00065,P00101,P00084,P00038,P00029,P00040,0.0,2.0
924,P00023,P00073,P00099,P00145,P00044,P00117,P00067,P00075,P00035,P00077,P00028,P00045,0.0,4.0
925,P00021,P00109,P00137,P00147,P00001,P00035,P00024,P00065,P00039,P00067,P00063,P00055,0.0,2.0
926,P00027,P00022,P00007,P00018,P00108,P00133,P00101,P00010,P00002,P00117,P00144,P00076,1.0,0.0
927,P00079,P00123,P00081,P00109,P00013,P00071,P00101,P00102,P00096,P00035,P00127,P00034,4.0,0.0
928,P00113,P00081,P00035,P00004,P00070,P00098,P00018,P00076,P00128,P00111,P00019,P00084,3.0,0.0
929,P00016,P00093,P00118,P00010,P00116,P00127,P00014,P00115,P00023,P00042,P00019,P00008,0.0,0.0
930,P00062,P00141,P00080,P00097,P00046,P00018,P00099,P00052,P00104,P00145,P00118,P00088,0.0,1.0
931,P00068,P00019,P00099,P00007,P00050,P00133,P00092,P00041,P00059,P00084,P00032,P00024,0.0,6.0
932,P00021,P00144,P00119,P00029,P00070,P00011,P00052,P00101,P00095,P00024,P00003,P00117,0.0,0.0
933,P00007,P00033,P00021,P00100,P00013,P00040,P00024,P00076,P00045,P00027,P00051,P00102,0.0,3.0
934,P00106,P00065,P00080,P00140,P00076,P00050,P00109,P00110,P00099,P00024,P00088,P00141,0.0,0.0
935,P00046,P00073,P00021,P00148,P00032,P00094,P00142,P00110,P00070,P00053,P00117,P00104,0.0,0.0
936,P00031,P00037,P00027,P00146,P00115,P00080,P00007,P00056,P00012,P00043,P00054,P00059,3.0,0.0
937,P00066,P00023,P00031,P00053,P00032,P00070,P00028,P00131,P00030,P00141,P00083,P00096,2.0,0.0
938,P00026,P00047,P00043,P00021,P00094,P00098,P00076,P00078,P00040,P00038,P00110,P00024,0.0,1.0
939,P00118,P00012,P00015,P00088,P00094,P00085,P00069,P00074,P00042,P00040,P00043,P00070,0.0,4.0
940,P00056,P00141,P00133,P00021,P00017,P00040,P00071,P00047,P00121,P00115,P00045,P00102,0.0,2.0
941,P00027,P00095,P00127,P00119,P00008,P00097,P00077,P00150,P00053,P00135,P00026,P00116,0.0,2.0
942,P00110,P00012,P00149,P00036,P00107,P00147,P00044,P00092,P00072,P00093,P00112,P00108,0.0,4.0
943,P00014,P00121,P00069,P00059,P00002,P00092,P00030,P00064,P00067,P00099,P00087,P00126,3.0,0.0
944,P00088,P00148,P00080,P00074,P00052,P00024,P00045,P00066,P00068,P00054,P00060,P00092,0.0,1.0
945,P00032,P00048,P00070,P00015,P00086,P00040,P00052,P00098,P00139,P00137,P00055,P00060,0.0,2.0
946,P00149,P00056,P00103,P00053,P00002,P00114,P00034,P00092,P00028,P00024,P00104,P00036,3.0,0.0
947,P00125,P00089,P00066,P00004,P00099,P00051,P00060,P00062,P00090,P00071,P00045,P00006,0.0,3.0
948,P00072,P00018,P00126,P00083,P00075,P00023,P00091,P00011,P00074,P00092,P00102,P00042,0.0,1.0
949,P00015,P00077,P00014,P00009,P00104,P00141,P00065,P00019,P00133,P00070,P00145,P00122,0.0,0.0
950,P00048,P00033,P00119,P00140,P00006,P00135,P00103,P00085,P00025,P00073,P00072,P00139,0.0,0.0
951,P00088,P00129,P00059,P00007,P00094,P00108,P00021,P00097,P00027,P00052,P00089,P00138,4.0,0.0
952,P00044,P00097,P00045,P00084,P00081,P00118,P00048,P00047,P00085,P00056,P00150,P00138,2.0,0.0
953,P00145,P00040,P00096,P00033,P00108,P00130,P00071,P00105,P00116,P00114,P00068,P00057,0.0,2.0
954,P00074,P00017,P00028,P00045,P00080,P00046,P00057,P00148,P00120,P00099,P00033,P00143,3.0,0.0
955,P00077,P00048,P00049,P00012,P00148,P00121,P00061,P00080,P00135,P00115,P00001,P00081,0.0,2.0
956,P00143,P00086,P00077,P00108,P00109,P00059,P00058,P00011,P00002,P00065,P00062,P00116,0.0,5.0
957,P00061,P00017,P00021,P00060,P00034,P00062,P00039,P00124,P00041,P00056,P00100,P00086,0.0,3.0
958,P00050,P00073,P00103,P00068,P00150,P00113,P00117,P00039,P00118,P00146,P00002,P00043,0.0,0.0
